cvegeomun,nom_juri,cvegeojuri
"30165",CÓRDOBA,"3006"
"30166",XALAPA,"3005"
"30167",TUXPAN,"3002"
"30168",ORIZABA,"3007"
"30169",COSAMALOAPAN,"3009"
"30170",POZA RICA,"3003"
"30171",ORIZABA,"3007"
"30172",SAN ANDRÉS TUXTLA,"3010"
"30173",CÓRDOBA,"3006"
"30174",COSAMALOAPAN,"3009"
"30175",POZA RICA,"3003"
"30176",COSAMALOAPAN,"3009"
"30177",XALAPA,"3005"
"30178",COSAMALOAPAN,"3009"
"30179",CÓRDOBA,"3006"
"30180",POZA RICA,"3003"
"30181",VERACRUZ,"3008"
"30182",XALAPA,"3005"
"30183",MARTÍNEZ DE LA TORRE,"3004"
"30184",ORIZABA,"3007"
"30185",ORIZABA,"3007"
"30186",CÓRDOBA,"3006"
"30187",XALAPA,"3005"
"30188",CÓRDOBA,"3006"
"30189",TUXPAN,"3002"
"30190",COSAMALOAPAN,"3009"
"30191",VERACRUZ,"3008"
"30192",MARTÍNEZ DE LA TORRE,"3004"
"30193",VERACRUZ,"3008"
"30194",XALAPA,"3005"
"30195",ORIZABA,"3007"
"30196",CÓRDOBA,"3006"
"30197",MARTÍNEZ DE LA TORRE,"3004"
"30198",POZA RICA,"3003"
"30199",COATZACOALCOS,"3011"
"30200",CÓRDOBA,"3006"
"30201",ORIZABA,"3007"
"30202",POZA RICA,"3003"
"30203",POZA RICA,"3003"
"30204",COATZACOALCOS,"3011"
"30205",PÁNUCO,"3001"
"30206",COATZACOALCOS,"3011"
"30207",COSAMALOAPAN,"3009"
"30208",COSAMALOAPAN,"3009"
"30209",COATZACOALCOS,"3011"
"30210",COATZACOALCOS,"3011"
"30211",MARTÍNEZ DE LA TORRE,"3004"
"30212",COSAMALOAPAN,"3009"
"31001",MÉRIDA,"3101"
"31002",MÉRIDA,"3101"
"31003",TICUL,"3103"
"31004",MÉRIDA,"3101"
"31005",MÉRIDA,"3101"
"31006",VALLADOLID,"3102"
"31007",MÉRIDA,"3101"
"31008",VALLADOLID,"3102"
"31009",MÉRIDA,"3101"
"31010",TICUL,"3103"
"31011",MÉRIDA,"3101"
"31012",VALLADOLID,"3102"
"31013",MÉRIDA,"3101"
"31014",VALLADOLID,"3102"
"31015",MÉRIDA,"3101"
"31016",TICUL,"3103"
"31017",VALLADOLID,"3102"
"31018",TICUL,"3103"
"31019",VALLADOLID,"3102"
"31020",MÉRIDA,"3101"
"31021",VALLADOLID,"3102"
"31022",VALLADOLID,"3102"
"31023",MÉRIDA,"3101"
"31024",TICUL,"3103"
"31025",TICUL,"3103"
"31026",MÉRIDA,"3101"
"31027",MÉRIDA,"3101"
"31028",MÉRIDA,"3101"
"31029",MÉRIDA,"3101"
"31030",VALLADOLID,"3102"
"31031",MÉRIDA,"3101"
"31032",VALLADOLID,"3102"
"31033",MÉRIDA,"3101"
"31034",MÉRIDA,"3101"
"31035",MÉRIDA,"3101"
"31036",MÉRIDA,"3101"
"31037",MÉRIDA,"3101"
"31038",MÉRIDA,"3101"
"31039",MÉRIDA,"3101"
"31040",MÉRIDA,"3101"
"31041",MÉRIDA,"3101"
"31042",MÉRIDA,"3101"
"31043",VALLADOLID,"3102"
"31044",MÉRIDA,"3101"
"31045",MÉRIDA,"3101"
"31046",TICUL,"3103"
"31047",TICUL,"3103"
"31048",MÉRIDA,"3101"
"31049",TICUL,"3103"
"31050",MÉRIDA,"3101"
"31051",MÉRIDA,"3101"
"31052",MÉRIDA,"3101"
"31053",TICUL,"3103"
"31054",MÉRIDA,"3101"
"31055",TICUL,"3103"
"31056",TICUL,"3103"
"31057",VALLADOLID,"3102"
"31058",TICUL,"3103"
"31059",MÉRIDA,"3101"
"31060",VALLADOLID,"3102"
"31061",VALLADOLID,"3102"
"31062",TICUL,"3103"
"31063",MÉRIDA,"3101"
"31064",MÉRIDA,"3101"
"31065",VALLADOLID,"3102"
"31066",TICUL,"3103"
"31067",MÉRIDA,"3101"
"31068",MÉRIDA,"3101"
"31069",MÉRIDA,"3101"
"31070",VALLADOLID,"3102"
"31071",MÉRIDA,"3101"
"31072",MÉRIDA,"3101"
"31073",TICUL,"3103"
"31074",MÉRIDA,"3101"
"31075",TICUL,"3103"
"31076",MÉRIDA,"3101"
"31077",MÉRIDA,"3101"
"31078",MÉRIDA,"3101"
"31079",TICUL,"3103"
"31080",MÉRIDA,"3101"
"31081",VALLADOLID,"3102"
"31082",MÉRIDA,"3101"
"31083",MÉRIDA,"3101"
"31084",MÉRIDA,"3101"
"31085",VALLADOLID,"3102"
"31086",MÉRIDA,"3101"
"31087",MÉRIDA,"3101"
"31088",MÉRIDA,"3101"
"31089",TICUL,"3103"
"31090",MÉRIDA,"3101"
"31091",VALLADOLID,"3102"
"31092",VALLADOLID,"3102"
"31093",MÉRIDA,"3101"
"31094",TICUL,"3103"
"31095",MÉRIDA,"3101"
"31096",VALLADOLID,"3102"
"31097",MÉRIDA,"3101"
"31098",TICUL,"3103"
"31099",VALLADOLID,"3102"
"31100",MÉRIDA,"3101"
"31101",MÉRIDA,"3101"
"31102",VALLADOLID,"3102"
"31103",MÉRIDA,"3101"
"31104",VALLADOLID,"3102"
"31105",MÉRIDA,"3101"
"31106",MÉRIDA,"3101"
"32001",JALPA,"3205"
"32002",JALPA,"3205"
"32003",TLALTENANGO,"3206"
"32004",TLALTENANGO,"3206"
"32005",ZACATECAS,"3201"
"32006",RÍO GRANDE,"3204"
"32007",CONCEPCIÓN DEL ORO,"3207"
"32008",OJOCALIENTE,"3202"
"32009",FRESNILLO,"3203"
"32010",FRESNILLO,"3203"
"32011",TLALTENANGO,"3206"
"32012",ZACATECAS,"3201"
"32013",FRESNILLO,"3203"
"32014",RÍO GRANDE,"3204"
"32015",JALPA,"3205"
"32016",OJOCALIENTE,"3202"
"32017",ZACATECAS,"3201"
"32018",JALPA,"3205"
"32019",JALPA,"3205"
"32020",TLALTENANGO,"3206"
"32021",FRESNILLO,"3203"
"32022",RÍO GRANDE,"3204"
"32023",JALPA,"3205"
"32024",OJOCALIENTE,"3202"
"32025",OJOCALIENTE,"3202"
"32026",CONCEPCIÓN DEL ORO,"3207"
"32027",CONCEPCIÓN DEL ORO,"3207"
"32028",JALPA,"3205"
"32029",RÍO GRANDE,"3204"
"32030",TLALTENANGO,"3206"
"32031",TLALTENANGO,"3206"
"32032",ZACATECAS,"3201"
"32033",JALPA,"3205"
"32034",JALPA,"3205"
"32035",OJOCALIENTE,"3202"
"32036",OJOCALIENTE,"3202"
"32037",ZACATECAS,"3201"
"32038",OJOCALIENTE,"3202"
"32039",RÍO GRANDE,"3204"
"32040",FRESNILLO,"3203"
"32041",CONCEPCIÓN DEL ORO,"3207"
"32042",FRESNILLO,"3203"
"32043",TLALTENANGO,"3206"
"32044",JALPA,"3205"
"32045",TLALTENANGO,"3206"
"32046",TLALTENANGO,"3206"
"32047",TLALTENANGO,"3206"
"32048",TLALTENANGO,"3206"
"32049",FRESNILLO,"3203"
"32050",ZACATECAS,"3201"
"32051",CONCEPCIÓN DEL ORO,"3207"
"32052",OJOCALIENTE,"3202"
"32053",OJOCALIENTE,"3202"
"32054",OJOCALIENTE,"3202"
"32055",JALPA,"3205"
"32056",ZACATECAS,"3201"
"32057",ZACATECAS,"3201"
"32058",TLALTENANGO,"3206"
